,source,sink,reactance,limit
1163,n_19358,n_29661,501.1142405,1204.297232
1164,n_26833,n_28707,1097.26947,2005.944084
1165,n_4169,n_13431,907.58935,1772.804563
1166,n_7092,n_1924,43.39648827,1225.676217
1167,n_4534,n_14030,273.8349143,812.6061212
1168,n_9948,n_23815,165.5793696,2930.662959
1169,n_15847,n_10239,16.90078705,132.569091
1170,n_8337,n_28300,46.16514444,1276.031414
1171,n_6941,n_30950,1004.919203,9479.38579
1172,n_6967,n_28707,16.22884389,646.0855669
1173,n_19634,n_28668,426.4926927,5425.818613
1174,n_6404,n_6655,93.96044429,2026.65609
1175,n_9821,n_23774,60.35753828,303.6204963
1176,n_18869,n_30522,1538.564206,12508.49601
1177,n_6967,n_6986,218.5821638,701.7203166
1178,n_10017,n_28707,12.12504589,534.4052431
1179,n_1069,n_18137,48.47781155,263.2469598
1180,n_18293,n_18294,67.24332312,325.7425378
1181,n_7719,n_18302,39.51234014,1153.097006
1182,n_6681,n_22521,213.9683172,3462.982753
1183,n_4097,n_21284,13450.08952,10253.56659
1184,n_7619,n_22868,168.7397599,2966.95779
1185,n_89,n_19629,13025.99565,10041.92057
1186,n_9480,n_23599,109.6970547,447.9626355
1187,n_29979,n_30069,82.23380715,1858.192195
1188,n_6956,n_28703,265.3131955,796.0528087
1189,n_9829,n_9832,162.7604533,2898.085212
1190,n_18310,n_9882,89.43600208,392.2016578
1191,n_7011,n_28710,34.99983551,1065.564617
1192,n_15847,n_30957,74.09671701,346.9876314
1193,n_18866,n_18696,46.11894166,1275.199895
1194,n_6677,n_10039,36.56886902,1096.423735
1195,n_29962,n_18703,148.3880714,545.3252538
1196,n_28296,n_10239,128.3118105,496.0853995
1197,n_6912,n_6922,188.0090359,3183.341061
1198,n_28766,n_18866,122.0749046,2403.181683
1199,n_9912,n_23794,72.96676933,1719.045116
1200,n_9910,n_23804,113.4956444,2291.839915
1201,n_9840,n_23774,77.76615628,358.0795919
1202,n_1998,n_29924,16965.58948,531092.2583
1203,n_14571,n_26304,35320.34508,19223.79391
1204,n_1514,n_28509,14.22979536,593.0962075
1205,n_1953,n_1960,23.94381216,7405.858635
1206,n_30630,n_29240,278.3326512,821.2703296
1207,n_6703,n_7618,40.87193757,1178.774264
1208,n_30412,n_10014,55.01129424,1430.299496
1209,n_6691,n_22549,65.31295888,1599.401157
1210,n_15776,n_26871,109.3776365,447.1130473
1211,n_9894,n_29003,77.71031551,1790.995269
1212,n_10240,n_18289,626.2255215,1392.344149
1213,n_6401,n_22425,153.2702075,556.9392935
1214,n_207,n_244,4612.537153,5108.574456
1215,n_1850,n_20153,282.0681637,828.4291418
1216,n_28669,n_9419,7.943938749,405.8038709
1217,n_22592,n_6895,101.3047527,2128.422475
1218,n_23775,n_9846,53.99249288,1412.998996
1219,n_9926,n_9928,223.5918771,3563.597891
1220,n_29970,n_30949,169.0357828,2970.345198
1221,n_10042,n_23853,65.09569446,1595.935544
1222,n_321,n_19230,109.6669578,2241.208012
1223,n_7602,n_22815,235.0993104,3681.946343
1224,n_9940,n_18298,647.105824,1422.393612
1225,n_9966,n_9976,169.0790392,2970.84001
1226,n_10835,n_24341,9348.579338,8091.522847
1227,n_9839,n_9842,331.9378746,4608.937359
1228,n_22612,n_23778,15.66983636,631.509353
1229,n_6668,n_22537,1070.505646,1973.955153
1230,n_14523,n_26275,828.2271401,1670.283398
1231,n_6967,n_6682,23.880116,830.7962742
1232,n_4093,n_28470,5.720467009,2916.140729
1233,n_6682,n_7011,32.09905183,1007.208188
1234,n_9856,n_9883,3743.451671,22314.80238
1235,n_9913,n_29004,89.74219001,1966.951498
1236,n_9947,n_23818,1707.540828,13386.48041
1237,n_30421,n_18696,278.7040948,4113.212467
1238,n_13841,n_30630,543.6489447,1269.893332
1239,n_10043,n_23856,113.5614136,2292.704415
1240,n_10009,n_29015,43.90734841,1235.05002
1241,n_2106,n_26292,6022.1222,6077.036341
1242,n_18290,n_29007,162.6074256,578.7983053
1243,n_14504,n_26267,4635.594033,5125.184212
1244,n_9892,n_30494,399.0502565,5195.911997
1245,n_27913,n_27914,15874.93138,57155.26487
1246,n_9853,n_23778,99.69356585,2106.32375
1247,n_14492,n_30260,2067.79766,3030.195166
1248,n_6646,n_28470,172.5949771,3010.912608
1249,n_18688,n_29024,1287.498646,11138.78901
1250,n_18689,n_22544,249.9648821,3831.88133
1251,n_6048,n_28509,91.2820957,397.4531053
1252,n_9419,n_9872,67.83789302,1639.386382
1253,n_14576,n_14577,137.9206847,519.9643995
1254,n_9937,n_18295,680.6707655,1469.99859
1255,n_22813,n_28767,232.2678172,3653.016947
1256,n_7089,n_9820,24.82378067,852.0240277
1257,n_28300,n_28301,408.0107969,1053.469861
1258,n_18026,n_28300,142.8271666,531.9327277
1259,n_4534,n_14032,151.3472738,552.3804934
1260,n_9480,n_9484,12.87048464,555.5704054
1261,n_6680,n_22538,1647.946204,2613.995166
1262,n_6659,n_22538,361.4142443,973.5007602
1263,n_1850,n_28509,110.8032211,450.8981677
1264,n_4534,n_4536,27.97360068,920.9287105
1265,n_3088,n_23902,41.00441636,1181.260185
1266,n_26265,n_28305,145.1807349,537.6227278
1267,n_15825,n_15826,4692.111777,5165.777101
1268,n_9926,n_30064,115.7486276,2321.355429
1269,n_28106,n_28107,637.0873289,1408.01861
1270,n_6974,n_6976,2484.114014,3414.534696
1271,n_7046,n_22609,216.9115112,698.224108
1272,n_13431,n_4166,1161.831585,2082.011274
1273,n_319,n_29979,42.0941337,1201.60318
1274,n_18704,n_22427,90.60642899,1979.262248
1275,n_7587,n_19223,148.927786,2735.268886
1276,n_27917,n_27913,311.3570578,4420.834393
1277,n_9846,n_18698,22.30097562,794.6056663
1278,n_4534,n_7720,137.6052708,519.1899743
1279,n_2416,n_20311,574.928652,6590.244177
1280,n_29000,n_9882,62.67712689,311.1665313
